paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,score_scale,condition_name,element_name,is_interaction,participant_per_element,totalSP,totalINV,totalREAL,totalGP,totalTOTAL,meanSP,meanINV,meanREAL,meanGP,meanTOTAL,sdSP,sdINV,sdREAL,sdGP,sdTOTAL,otherSP,otherINV,otherREAL,otherGP,otherTOTAL,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,likert_scale,rating_scale,file,standard_total_17
131,139,139,A Virtual Reality Environment Using Concepts of Serious Games and Gamification for the Treatment of Eating Disorders,,10,6,4,23,30,,,3D Graphics - HMD VR,Unknown,Entertainment and game;Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,10,,,,,,,within-subject,each component,/Mean/SD/,Other,Unknown,No,,,,2,6,Whole Experiment,Whole Study,No,10,,,,,,5.34,4.8,4.35,4.91,,0.3,0.4,0.5,0.4,,,,,,,0,F Rodrigues; P Wilbert; JCT da Silva…,2019,Anais do XIX Simpósio …,sol.sbc.org.br,https://sol.sbc.org.br/index.php/sbcas/article/view/6249,,468,43676,,,,,,,,,0,0,0,4,,YES,Eating Disorder,,24.3,1.7357143,TRUE,11.7,7.2,5.4,1.9100001,2.34,1.8,1.35,1.9100001,3D Graphics - HMD VR,7-point,Excellent,Each Study,80.3
132,140,140,Influence of mindfulness practices on feelings of place illusion in virtual reality,Place Illusion; Mindfulness; Virtual Reality (VR); Virtual Environments (VE); Transitional VE,24,,,,,,,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,24,,,,,24.8/24.8,3.10/1.86,between-subject,whole questionnaire,TotalScore//SD/,Other,After,No,TTest;Reliability tests,,,2,6,Whole Experiment,Whole Study,No,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M Almkerk,2018,,essay.utwente.nl,http://essay.utwente.nl/76117/,,461,43676,,,,,,,,,0,0,0,1,,YES,Fellings of Place Illusion,Unknown Scale,14.350001,1.025,FALSE,911,911,911,911,911,911,911,911,3D Graphics - HMD VR,7-point,Good,Each Study,70.350001
133,141,141,Enhancing User Experience with Olfaction in Virtual Reality,,10,5,5,,,28.3,1.34,3D Graphics - HMD VR,Unknown,Design and visualization;Entertainment and game;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,10,,,,,,,within-subject,each item,/Mean//,Other,After,No,Mann-Whitney U-Test; Wilcoxon Signed-Rank Test,,,4,17,Whole Experiment,Whole Study,No,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH Braun,2019,,openaccess.city.ac.uk,http://openaccess.city.ac.uk/id/eprint/22379,,561,43676,,,,,,,,,0,0,0,1,,YES,Olfaction,,-0.85,-0.060714286,TRUE,2.525,-0.875,-3.675,1.175,0.505,-0.21875,-0.91875,1.175,3D Graphics - HMD VR,7-point,Fair,Each Study,55.15
134,142,142,An fMRI investigation on empathy: physical and social pain; prosocial behavior and the role of the opioid system,,43,13,30,21,30,22.8,,Other,Stereo sound,,,Not Mentioned,Not Sure,,45,1,Study 1,,35,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,MANOVA,,,2,-33,Whole Experiment,Whole Study,No,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G Novembre,2015,,iris.sissa.it,https://iris.sissa.it/handle/20.500.11767/3877,,531,43676,,,,,,,,,0,0,0,1,,YES,Empathy,,2.615,0.18678571,TRUE,3.975,1.28,-2.64,0.585,0.795,0.32,-0.66,0.585,3D Graphics - HMD VR,7-point,Fair,Each Study,58.615
135,143,143,Interactive cultural story-telling virtual environments using San stories,,64,,,,,,,3D Graphics - Monoscopic,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,34,,,,,,,between-subject,whole questionnaire,TotalScore//SD/,Chart,After,No,ANOVA,,,2,17,Whole Experiment,Whole Study,No,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M Lesaoana,2004,,open.uct.ac.za,https://open.uct.ac.za/handle/11427/6411,,506,43676,,,,,,,,,0,0,0,1,,YES,Storytelling,Unknown Scale,1.005,0.07178571,FALSE,911,911,911,911,911,911,911,911,3D Graphics - Monoscopic,7-point,Fair,Each Study,57.005
136,144,144,Real and illusory interactions enhance presence in virtual environments,,82,,,,,,,3D Graphics - HMD VR,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 1,,56,,,19,61,29.3,10.5,between-subject,combine gp to sp,/Mean/SD/,Other,After,No,ANOVA,,,4,6,Whole Experiment,Whole Study,No,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,H Regenbrecht; T Schubert,2002,Presence: Teleoperators & Virtual��,MIT Press,https://www.mitpressjournals.org/doi/abs/10.1162/105474602760204318,https://scholar.google.com/scholar?cites=720035601445752867&as_sdt=2005&sciodt=0;5&hl=en,2,43628,,,,,,,,,148,8.71,74,2,17,YES,Interaction,Combine GP to SP,2.12,0.15142857,FALSE,911,1.18,-1.55,911,0.415,0.295,-0.3875,911,3D Graphics - HMD VR,7-point,Fair,Each Study,58.12
136,145,145,Real and illusory interactions enhance presence in virtual environments,,82,,,,,,,3D Graphics - HMD VR,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 2,,26,,22,15,41,24.6,5.37,between-subject,combine gp to sp,/Mean/SD/,Other,After,No,t-test,,,4,6,Whole Experiment,Whole Study,No,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,H Regenbrecht; T Schubert,2002,Presence: Teleoperators & Virtual��,MIT Press,https://www.mitpressjournals.org/doi/abs/10.1162/105474602760204318,https://scholar.google.com/scholar?cites=720035601445752867&as_sdt=2005&sciodt=0;5&hl=en,2,43628,,,,,,,,,148,8.71,74,2,17,YES,Interaction,Combine GP to SP,3.63,0.25928572,FALSE,911,1.9599999,-2.32,911,0.665,0.48999998,-0.58,911,3D Graphics - HMD VR,7-point,Fair,Each Study,59.63
137,146,146,Moving sounds enhance the visually-induced self-motion illusion (circular vection) in virtual reality,Audiovisual interactions; presence; psychophysics; self-motion simulation; spatial sound; vection; virtual reality,32,,,,,,,Projection Display,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 1,,20,,,,,28.7,8,within-subject,each component,/Mean//,Chart,After,No,ANOVA,T-test,,2,17,Whole Experiment,Whole Study,No,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,BE Riecke; A V�ljam�e; J Schulte-Pelkum,2009,ACM Transactions on��,dl.acm.org,https://dl.acm.org/citation.cfm?id=1498701,https://scholar.google.com/scholar?cites=10567446197223633119&as_sdt=2005&sciodt=0;5&hl=en,245,43628,,,,,,,,,98,9.8,33,3,10,YES,Vection,,0.9333333,0.06666667,TRUE,2.0333333,-0.21333334,-1.12,0.21666667,0.40666667,-0.053333335,-0.28,0.21666667,Projection Display,7-point,Fair,Each Study,56.9333333
137,147,147,Moving sounds enhance the visually-induced self-motion illusion (circular vection) in virtual reality,Audiovisual interactions; presence; psychophysics; self-motion simulation; spatial sound; vection; virtual reality,32,,,,,,,Projection Display,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 2,,12,10,,,,26,5,within-subject,whole questionnaire,TotalScore///,Chart,After,No,,,,2,17,Whole Experiment,Whole Study,No,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,BE Riecke; A V�ljam�e; J Schulte-Pelkum,2009,ACM Transactions on��,dl.acm.org,https://dl.acm.org/citation.cfm?id=1498701,https://scholar.google.com/scholar?cites=10567446197223633119&as_sdt=2005&sciodt=0;5&hl=en,245,43628,,,,,,,,,98,9.8,33,3,10,YES,Vection,,-14.471667,-1.0336905,FALSE,911,911,911,911,911,911,911,911,Projection Display,7-point,Poor,Each Study,41.528333
138,148,148,Cognitive factors can influence self-motion perception (vection) in virtual reality,Ego–motion simulation; psychophysics; spatial orientation; spatial presence; vection; virtual reality,22,,,,,,,Projection Display,Stereo sound,Design and visualization;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 1,,12,,5,17,34,23.8,5,within-subject,each component,/Mean//,Chart,After,No,ANOVA; paired-samples correlations,post hoc analysis with Bonferroni-corrected p,,2,17,Whole Experiment,Whole Study,No,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,BE Riecke; J Schulte-Pelkum; MN Avraamides�,2006,ACM Transactions on��,dl.acm.org,https://dl.acm.org/citation.cfm?id=1166091,https://scholar.google.com/scholar?cites=13511144545204386730&as_sdt=2005&sciodt=0;5&hl=en,79,43628,,,,,,,,,83,6.38,21,4,13,YES,Vection,,-11.445,-0.81749994,TRUE,-3.9375,-2.25,-4.94,-0.7825,-0.7875001,-0.5625,-1.235,-0.7825,Projection Display,7-point,Poor,Each Study,44.555
138,149,149,Cognitive factors can influence self-motion perception (vection) in virtual reality,Ego–motion simulation; psychophysics; spatial orientation; spatial presence; vection; virtual reality,22,,,,,,,Projection Display,Stereo sound,Design and visualization;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 2,,10,,,17,27,22.8,2.7,within-subject,each component,/Mean//,Chart,After,No,TTest;Paired-Samples Correlations,,,2,17,Whole Experiment,Whole Study,No,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,BE Riecke; J Schulte-Pelkum; MN Avraamides�,2006,ACM Transactions on��,dl.acm.org,https://dl.acm.org/citation.cfm?id=1166091,https://scholar.google.com/scholar?cites=13511144545204386730&as_sdt=2005&sciodt=0;5&hl=en,79,43628,,,,,,,,,83,6.38,21,4,13,YES,Vection,,-4.41,-0.315,TRUE,0.4,-1.56,-3,-0.2,0.08,-0.39,-0.75,-0.2,Projection Display,7-point,Fair,Each Study,51.59
139,150,150,Influence of auditory cues on the visually-induced self-motion illusion (circular vection) in virtual reality,Vection; self-motion perception; spatial orientation; virtual reality; motion simulation; human factors; psychophysics; multi-modal cue integration; auditory cues; HRTF,20,8,,,,,,Projection Display,Stereo sound,Design and visualization;Social Science and psychology,,English,Not Sure,,,1,Study 1,,20,,,,,,,within-subject,each component,/Mean//,Chart,After,No,TTest,,,2,17,Whole Experiment,Whole Study,No,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,BE Riecke; J Schulte-Pelkum; F Caniard�,2005,��Workshop Presence,cyberneum.de,http://www.cyberneum.de/fileadmin/user_upload/files/publications/Riecke__05_paper4Presence2005_Influence_of_Auditory_Cues_on_the_visually-induced_Self-Motion_Illusion_-Circular_Vection-_in_Virtual_Reality_3466[0].pdf,https://scholar.google.com/scholar?cites=16477170669748724079&as_sdt=2005&sciodt=0;5&hl=en,151,43628,PDF,,,,,,,,40,2.86,10,4,14,YES,Vection,,0.9333333,0.06666667,TRUE,2.05,-0.22666666,-1.1066667,0.21666667,0.41,-0.056666665,-0.27666667,0.21666667,Projection Display,7-point,Fair,Each Study,56.9333333
140,151,368,(Not) alone in the world: Cheating in the presence of a virtual observer,Virtual reality experiment; Cheating; Watching eyes efect,118,,,,,,,Projection Display,Unknown,Social Science and psychology,Cheating,Not Mentioned,Not Sure,,,1,Study 1,,118,,,,,,,within-subject,whole questionnaire,/Mean/SD/,Other,After,No,Wilcoxon non-parametric test,,,3,6,Avatar,Active,No,354,,,,,39.64,,,,,,,,,,13.46,,,,,,2,JM Mol; ECM van der Heijden; JJM Potters,2020,Experimental Economics,Springer,https://link.springer.com/article/10.1007/s10683-020-09644-0,https://scholar.google.com/scholar?cites=13836168972371255793&as_sdt=2005&sciodt=0;5&hl=en,552,43929.88681,HTML,,,,,,,,2,2,1,3,1,YES,,,-4.64,-0.33142856,FALSE,911,911,911,911,911,911,911,911,Projection Display,7-point,Fair,Each Study,51.36
141,152,371,An Empirical Study on Spatial Presence in Immersive Geo-Environments,Virtual reality; Spatial presence; Immersion; Geovisualization; Immersive geo-environments,60,23,37,,,24.6,6.5,3D Graphics - HMD VR,Unknown,Design and visualization;Social Science and psychology,,Spanish,Not Sure,,,2,Study 1,,60,23,37,,,,,between-subject,whole questionnaire,/Mean/SD/,Other,After,No,ANOVA;  Student�s t test,,,2,17,Environment,VR,No,60,,,,,72.48,,,,,,,,,,7.66,,,,,,0,F Hruby; LF� S�nchez; R Ressl�,2020,PFG�Journal of �,Springer,https://link.springer.com/article/10.1007/s41064-020-00107-y,,708,43929.88681,HTML,,,,,,,,0,0,0,4,1,YES,,,13.096665,0.9354762,FALSE,911,911,911,911,911,911,911,911,3D Graphics - HMD VR,7-point,Fair,Each Study,69.096665
141,153,373,An Empirical Study on Spatial Presence in Immersive Geo-Environments,Virtual reality; Spatial presence; Immersion; Geovisualization; Immersive geo-environments,60,23,37,,,24.6,6.5,3D Graphics - HMD VR,Unknown,Design and visualization;Social Science and psychology,,Spanish,Not Sure,,,2,Study 1,,26,,,,,,,within-subject,whole questionnaire,/Mean/SD/,Other,After,No,ANOVA;  Student�s t test,,,2,17,Environment,VR,No,52,,,,,81.5,,,,,,,,,,9.61,,,,,,0,F Hruby; LF� S�nchez; R Ressl�,2020,PFG�Journal of �,Springer,https://link.springer.com/article/10.1007/s41064-020-00107-y,,708,43929.88681,HTML,,,,,,,,0,0,0,4,1,YES,,,17.81,1.2721429,FALSE,911,911,911,911,911,911,911,911,3D Graphics - HMD VR,7-point,Fair,Each Study,73.81
142,154,375,Challenges and Requirements of Immersive Media in Autonomous Car: Exploring the Feasibility of Virtual Entertainment Applications,immersive media; VR; autonomous driving; driver experiences,20,10,10,,,29.3,5.7,3D Graphics - HMD VR,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,German,Not Sure,,,2,Study 1,,20,10,10,,,29.3,5.7,within-subject,each component,/Mean/SD/,Other,After,No,Hotelling's t test,t-Tests with Bonferroni correction,,2,6,Display,HMD,No,40,,,,,,3.53,3.13,3.2,4.35,,0.57,0.57,0.89,0.93,,,,,,,0,C Wienrich; K Schindler,2019,i-com,degruyter.com,https://www.degruyter.com/view/j/icom.2019.18.issue-2/icom-2018-0030/icom-2018-0030.xml?format=INT&lang=en,,720,43929.88681,,,,,,,,,0,0,0,2,1,YES,,,-3.4300003,-0.24499997,TRUE,-0.825,-0.9799999,-1.9,0.275,-0.16500004,-0.24499997,-0.475,0.275,3D Graphics - HMD VR,7-point,Fair,Each Study,52.5699997
142,155,377,Challenges and Requirements of Immersive Media in Autonomous Car: Exploring the Feasibility of Virtual Entertainment Applications,immersive media; VR; autonomous driving; driver experiences,20,10,10,,,26.1,3.9,3D Graphics - HMD VR,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,German,Not Sure,,,2,Study 2,,20,10,10,,,26.1,3.9,within-subject,each component,/Mean/SD/,Other,After,No,Hotelling's t test,t-Tests with Bonferroni correction,,2,6,Display,HMD,No,40,,,,,,3.6,3.21,3.61,4.7,,0.84,0.43,0.76,0.93,,,,,,,0,C Wienrich; K Schindler,2019,i-com,degruyter.com,https://www.degruyter.com/view/j/icom.2019.18.issue-2/icom-2018-0030/icom-2018-0030.xml?format=INT&lang=en,,720,43929.88681,,,,,,,,,0,0,0,2,1,YES,,,-1.4950001,-0.10678573,TRUE,-0.175,-1.2,-0.7200001,0.6,-0.035000015,-0.3,-0.18000002,0.6,3D Graphics - HMD VR,7-point,Fair,Each Study,54.5049999
143,156,379,Co-Located vs. Remote Gameplay: The Role of Physical Co-Presence in Multiplayer Room-Scale VR,Virtual Reality; VR; Co-Location; Co-Presence; Collaboration; Cooperation; Shared Space; Multiplayer,88,29,40,,,24.52,5.26,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,88,29,40,,,24.52,5.26,within-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,2,17,Location,Remote,No,88,,,,,,4.88,4.4,2.52,4.96,,0.92,1.28,0.88,1.19,,,,,,,0,F Born; P Sykownik; M Masuch,2019,2019 IEEE Conference on �,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8848001/,,853,43929.88681,,,,,,,,,0,0,0,3,1,YES,,,14.534091,1.0381494,TRUE,9.4,5.18,-1.9772727,1.9313636,1.88,1.295,-0.4943182,1.9313636,3D Graphics - HMD VR,7-point,Fair,Each Study,70.534091
144,157,381,ElectroCutscenes: Realistic Haptic Feedback in Cutscenes of Virtual Reality Games Using Electric Muscle Stimulation,EMS; Haptic Feedback; Haptics; Head-mounted Displays,22,,14,,,24,3,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,22,,14,,,24,3,within-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,3,6,Haptics,EMS,No,66,,,,,,4.4,4.2,2.61,4.41,,,,,,,,,,,,0,M Khamis; N Schuster; C George�,2019,25th ACM Symposium on �,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3359996.3364250,,804,43929.88681,,,,,,,,,0,0,0,4,1,YES,,,5.9866667,0.42761904,TRUE,4.4666667,2.8000002,-2.1599998,0.87999994,0.8933333,0.70000005,-0.53999996,0.87999994,3D Graphics - HMD VR,7-point,Fair,Each Study,61.9866667
145,158,384,Experiencing the Sense of Presence within an Educational Desktop Virtual Reality,desktop VR; presence; MaxWhere; virtual reality,31,25,6,,,20.5,3.4,3D Graphics - Monoscopic,Unknown,Education and training;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,31,25,6,,,20.5,3.4,between-subject,each component,/Mean/SD/,Other,After,No,Mann Whitney U test; T Test,,,2,6,Participant,Novice,No,50,,,,,,2.67,2.45,1.5,2.4,,1.06,1.3,0.9,1.5,,,,,,,0,B Berki,2020,Acta Polytechnica Hungarica,uni-obuda.hu,https://uni-obuda.hu/journal/Berki_99.pdf,,753,43929.88681,PDF,,,,,,,,0,0,0,1,1,YES,,,-5.15,-0.36785713,TRUE,0.85,-1.44,-4.36,-0.20000002,0.17,-0.36,-1.09,-0.20000002,3D Graphics - Monoscopic,7-point,Fair,Each Study,50.85
146,159,386,Exploring Staircases as Architectural Cues in Virtual Vertical Navigation,Virtual environment; Vertical navigation; Architectural cue; Staircase; Geometric attribute; Individual difference,180,90,90,,,22.39,2.17,3D Graphics - Monoscopic,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,180,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,Chi-square,,,2,17,Gender,Male,No,180,,,,,,4.6,3.61,3.45,5.27,,0.84,0.99,0.77,1.36,,,,,,,0,M ?pek; D Halime,2020,International Journal of Human-Computer Studies,Elsevier,https://www.sciencedirect.com/science/article/pii/S1071581920300021,,925,43929.88681,,,,,,,,,0,0,0,2,1,YES,,,14.75,1.0535715,TRUE,7.9,2.9600003,1.72,2.1699998,1.5799999,0.74000007,0.43,2.1699998,3D Graphics - Monoscopic,7-point,Fair,Each Study,70.75
147,160,388,Familiarization tours for first-time users of highly automated cars: Comparing the effects of virtual environments with different levels of interaction fidelity,Virtual Reality; Interaction Fidelity; Training; Trust; Takeover; Highly Automated Driving,84,,38,,,24.18,8.3,3D Graphics - Monoscopic,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,84,,38,,,24.18,8.3,between-subject,each component,/Mean/SD/,Other,After,No,Chi-square,Mann-Whitney,,3,6,Display,Video,No,63,,,,,,1.916030534,1.893129771,2.259541985,2.244274809,,,,,,,,,,,,1,M Ebnali; R Lamb; R Fathi,2020,arXiv preprint arXiv:2002.07968,arxiv.org,https://arxiv.org/abs/2002.07968,https://scholar.google.com/scholar?cites=17203684856410605108&as_sdt=2005&sciodt=0;5&hl=en,619,43929.88681,,,,,,,,,1,1,0,3,1,YES,,,-1.3027987,-0.093057044,TRUE,-1.21E-07,-0.6208651,-0.437659,-0.24427482,0,-0.15521628,-0.10941475,-0.24427482,3D Graphics - Monoscopic,7-point,Fair,Each Study,54.6972013
148,161,391,Jumping Further: Forward Jumps in a Gravity-reduced immersive virtual environment,,7,4,3,,,,,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,7,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,,,,4,17,Case,1,No,28,,,,,,4.770491803,5.131147541,4.573770492,5.327868852,,,,,,,,,,,,1,HY Kang; G Lee; DS Kang; O Kwon�,2019,� IEEE Conference on �,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8798251/,https://scholar.google.com/scholar?cites=195553434401854687&as_sdt=2005&sciodt=0;5&hl=en,591,43929.88681,,,,,,,,,1,1,0,5,1,YES,,,23.581968,1.6844262,TRUE,8.032787,7.868853,5.770492,1.909836,1.6065575,1.9672133,1.442623,1.909836,3D Graphics - HMD VR,7-point,Fair,Each Study,79.581968
149,162,395,Locomotion in Place in Virtual Reality: A Comparative Evaluation of Joystick; Teleport; and Leaning,Immersive virtual reality; locomotion techniques; teleport; joystick; leaning; user study; comparative evaluation,75,68,7,20,26,21.68,1.52,3D Graphics - HMD VR,Unknown,Interaction techniques,,Not Mentioned,Not Sure,,,1,Study 1,,75,68,7,20,26,21.68,1.52,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,3,6,Interaction,Joystick,No,75,,,,,,4.7,4.11,1.95,4.6,3.74,,,,,,,,,,,5,F Buttussi; L Chittaro,2019,IEEE transactions on visualization and �,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8762207/,https://scholar.google.com/scholar?cites=16464181962994537807&as_sdt=2005&sciodt=0;5&hl=en,924,43929.88681,,,,,,,,,5,5,3,2,1,YES,,,10.34,0.7385714,TRUE,7.9666667,4.9733334,-4.1866665,1.5866667,1.5933334,1.2433333,-1.0466666,1.5866667,3D Graphics - HMD VR,7-point,Fair,Each Study,66.34
150,163,398,Notification in VR: The Effect of Notification Placement; Task and Environment,Notifications; Virtual Reality; Interruption; Presence,24,18,6,17,26,25,4.3,3D Graphics - HMD VR,Unknown,Interaction techniques,,Not Mentioned,Not Sure,,,1,Study 1,,24,18,6,17,26,25,4.3,within-subject,each component,/Mean/SD/,Other,Unknown,No,ANOVA,,,4,6,Placement,Head-up Display,No,96,,,,,64.80769231,,,,,,,,,,,,,,,,2,R Rzayev; S Mayer; C Krauter; N Henze,2019,Proceedings of the Annual �,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3311350.3347190,https://scholar.google.com/scholar?cites=10342945716309150137&as_sdt=2005&sciodt=0;5&hl=en,823,43929.88681,,,,,,,,,2,2,1,4,1,YES,,,25.740385,1.8385988,FALSE,911,911,911,911,911,911,911,911,3D Graphics - HMD VR,7-point,Fair,Each Study,81.740385
151,164,402,Public speaking anxiety decreases within repeated virtual reality training sessions,,19,10,9,18,76,35.47,15.46,3D Graphics - HMD VR,Unknown,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,19,10,9,18,76,35.47,15.46,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,6,Condition,Condition,No,19,20.26,16.63,10,4.68,,4.052,4.1575,2.5,4.68,,,,,,,,,,,,4,M Takac; J Collett; KJ Blom; R Conduit; I Rehm�,2019,PloS one,journals.plos.org,https://journals.plos.org/plosone/article/file?type=printable&id=10.1371/journal.pone.0216288,https://scholar.google.com/scholar?cites=12724696311826259888&as_sdt=2005&sciodt=0;5&hl=en,641,43929.88681,PDF,,,,,,,,4,4,1,6,1,YES,,,9.57,0.68357146,TRUE,5.26,4.63,-2,1.68,1.052,1.1575,-0.5,1.68,3D Graphics - HMD VR,7-point,Fair,Each Study,65.57
152,165,403,Questionnaires embedded in virtual environments: reliability and positioning of rating scales in virtual environments,Virtual reality; Subjective rating; Test method,27,,13,18,47,29.92,6.86,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,27,,13,18,47,29.92,6.86,within-subject,each component,/Mean/SD/,Chart,After,No,ANOVA,,,2,6,Condition,PencelPaper,No,54,,,,,,4.49,3.52,2.72,4.59,,,,,,,,,,,,1,G Regal; JN Voigt-Antons; S Schmidt�,2019,Quality and User �,Springer,https://link.springer.com/article/10.1007/s41233-019-0029-1,https://scholar.google.com/scholar?cites=4302952179014993844&as_sdt=2005&sciodt=0;5&hl=en,838,43929.88681,,,,,,,,,1,1,0,4,1,YES,,,9.155,0.6539285,TRUE,7.1499996,1.5999999,-1.16,1.5649999,1.4300001,0.39999998,-0.29,1.5649999,3D Graphics - HMD VR,7-point,Fair,Each Study,65.155
153,166,405,Read-the-game: System for skill-based visual exploratory activity assessment with a full body virtual reality soccer simulation,,24,17,7,19,30,22.95,3.31,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,24,17,7,19,30,22.95,3.31,within-subject,each component,/Mean/SD/,Other,After,No,Shapiro-Wilk Test,,,1,6,Condition,Condition,No,24,20.9583,15.3333,11.5833,4.6667,52.5417,4.19166,3.833325,2.895825,4.6667,,,,,,,,,,,,0,CD Rojas Ferrer; H Shishido; I Kitahara; Y Kameda,2020,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0230042,,889,43929.88681,HTML,,,,,,,,0,0,0,4,1,YES,,,10.5416,0.7529714,TRUE,5.9583,3.3333004,-0.4167,1.6667,1.19166,0.8333251,-0.104175,1.6667,3D Graphics - HMD VR,7-point,Fair,Each Study,66.5416
154,167,406,Recommendations for the design of digital escape route signage from an age-differentiated experimental study,Digital escape route signage; Updates; Dynamic signage; Flashing; Prohibition signage; Evacuation; Egress; Elderly; Decision-making; Strain,60,,,,,46.735,,3D Graphics - Monoscopic,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,60,,,,,46.735,,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,2,6,Age,40noSxyoung,No,180,,,,,,,,,,2.397959184,,,,,,,,,,,0,ST Kwee-Meier; A Mertens; S Jeschke,2019,Fire Safety Journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0379711218302716,,869,43929.88681,HTML,,,,,,,,0,0,0,3,1,YES,,,20.880953,1.4914966,FALSE,911,911,911,911,911,911,911,911,3D Graphics - Monoscopic,7-point,Fair,Each Study,76.880953
